HS_SIX	SCTG_TWO	SCTG_GROUP	NOTES
843699	34	31-34	
843710	34	31-34	
843780	34	31-34	
843790	34	31-34	
843810	34	31-34	
843820	34	31-34	
843830	34	31-34	
843840	34	31-34	
843850	34	31-34	
843860	34	31-34	
843880	34	31-34	
843890	34	31-34	
843910	34	31-34	
843920	34	31-34	
843930	34	31-34	
843991	34	31-34	
843999	34	31-34	
844010	34	31-34	
844090	34	31-34	
844110	34	31-34	
844120	34	31-34	
844130	34	31-34	
844140	34	31-34	
844180	34	31-34	
844190	34	31-34	
844230	34	31-34	
844240	34	31-34	
844250	34	31-34	
844311	34	31-34	
844312	34	31-34	
844313	34	31-34	
844314	34	31-34	
844315	34	31-34	
844316	34	31-34	
844317	34	31-34	
844319	34	31-34	
844331	35	35-38	
844332	35	35-38	A
844339	34	31-34	A
844391	34	31-34	
844399	35	35-38	A
844400	34	31-34	
844511	34	31-34	
844512	34	31-34	
844513	34	31-34	
844519	34	31-34	
844520	34	31-34	
844530	34	31-34	
844540	34	31-34	
844590	34	31-34	
844610	34	31-34	
844621	34	31-34	
844629	34	31-34	
844630	34	31-34	
844711	34	31-34	
844712	34	31-34	
844720	34	31-34	
844790	34	31-34	
844811	40	39-43	
844819	40	39-43	
844820	40	39-43	
844831	40	39-43	
844832	40	39-43	
844833	40	39-43	
844839	40	39-43	
844842	40	39-43	
844849	40	39-43	
844851	40	39-43	
844859	40	39-43	
844900	34	31-34	
845011	34	31-34	
845012	34	31-34	
845019	34	31-34	
845020	34	31-34	
845090	34	31-34	
845110	34	31-34	
845121	34	31-34	
845129	34	31-34	
845130	34	31-34	
845140	34	31-34	
845150	34	31-34	
845180	34	31-34	
845190	34	31-34	
845210	34	31-34	
845221	34	31-34	
845229	34	31-34	
845230	34	31-34	
845290	34	31-34	
845310	34	31-34	
845320	34	31-34	
845380	34	31-34	
845390	34	31-34	
845410	34	31-34	
845420	34	31-34	
845430	34	31-34	
845490	34	31-34	
845510	34	31-34	
845521	34	31-34	
845522	34	31-34	
845530	34	31-34	
845590	34	31-34	
845610	34	31-34	
845620	34	31-34	
845630	34	31-34	
845690	34	31-34	
845710	34	31-34	
845720	34	31-34	
845730	34	31-34	
845811	34	31-34	
845819	34	31-34	
845891	34	31-34	
845899	34	31-34	
845910	34	31-34	
845921	34	31-34	
845929	34	31-34	
845931	34	31-34	
845939	34	31-34	
845940	34	31-34	
845951	34	31-34	
845959	34	31-34	
845961	34	31-34	
845969	34	31-34	
845970	34	31-34	
846011	34	31-34	
846019	34	31-34	
846021	34	31-34	
846029	34	31-34	
846031	34	31-34	
846039	34	31-34	
846040	34	31-34	
846090	34	31-34	
846120	34	31-34	
846130	34	31-34	
846140	34	31-34	
846150	34	31-34	
846190	34	31-34	
846210	34	31-34	
846221	34	31-34	
846229	34	31-34	
846231	34	31-34	
846239	34	31-34	
846241	34	31-34	
846249	34	31-34	
846291	34	31-34	
846299	34	31-34	
846310	34	31-34	
846320	34	31-34	
846330	34	31-34	
846390	34	31-34	
846410	34	31-34	
846420	34	31-34	
846490	34	31-34	
846510	34	31-34	
846591	34	31-34	
846592	34	31-34	
846593	34	31-34	
846594	34	31-34	
846595	34	31-34	
846596	34	31-34	
846599	34	31-34	
846610	34	31-34	
846620	34	31-34	
846630	34	31-34	
846691	34	31-34	
846692	34	31-34	
846693	34	31-34	
846694	34	31-34	
846711	34	31-34	
846719	34	31-34	
846721	34	31-34	
846722	34	31-34	
846729	34	31-34	
846781	34	31-34	
846789	34	31-34	
846791	34	31-34	
846792	34	31-34	
846799	34	31-34	
846810	34	31-34	
846820	34	31-34	
846880	34	31-34	
846890	34	31-34	
846900	35	35-38	
847010	35	35-38	
847021	35	35-38	
847029	35	35-38	
847030	35	35-38	
847050	35	35-38	
847090	35	35-38	
847130	35	35-38	
847141	35	35-38	
847149	35	35-38	
847150	35	35-38	
847160	35	35-38	
847170	35	35-38	
847180	35	35-38	
847190	35	35-38	
847210	35	35-38	
847230	35	35-38	
847290	35	35-38	
847310	35	35-38	
847321	35	35-38	
847329	35	35-38	
847330	35	35-38	
847340	35	35-38	
847350	35	35-38	
847410	34	31-34	
847420	34	31-34	
847431	34	31-34	
847432	34	31-34	
847439	34	31-34	
847480	34	31-34	
847490	34	31-34	
847510	34	31-34	
847521	34	31-34	
847529	34	31-34	
847590	34	31-34	
847621	34	31-34	
847629	34	31-34	
847681	34	31-34	
847689	34	31-34	
847690	34	31-34	
847710	34	31-34	
847720	34	31-34	
847730	34	31-34	
847740	34	31-34	
847751	34	31-34	
847759	34	31-34	
847780	34	31-34	
847790	34	31-34	
847810	34	31-34	
847890	34	31-34	
847910	34	31-34	
847920	34	31-34	
847930	34	31-34	
847940	34	31-34	
847950	34	31-34	
847960	34	31-34	
847971	34	31-34	
847979	34	31-34	
847981	34	31-34	
847982	34	31-34	
847989	34	31-34	
847990	34	31-34	
848010	34	31-34	
848020	34	31-34	
848030	34	31-34	
848041	34	31-34	
848049	34	31-34	
848050	34	31-34	
848060	34	31-34	
848071	34	31-34	
848079	34	31-34	
848110	34	31-34	
848120	34	31-34	
848130	34	31-34	
848140	34	31-34	
848180	34	31-34	
848190	34	31-34	
848210	34	31-34	
848220	34	31-34	
848230	34	31-34	
848240	34	31-34	
848250	34	31-34	
848280	34	31-34	
848291	34	31-34	
848299	34	31-34	
848310	34	31-34	
848320	34	31-34	
848330	34	31-34	
848340	34	31-34	
848350	34	31-34	
848360	34	31-34	
848390	34	31-34	
848410	34	31-34	
848420	34	31-34	
848490	34	31-34	
848610	34	31-34	
848620	34	31-34	
848630	34	31-34	
848640	34	31-34	
848690	34	31-34	
848710	34	31-34	
848790	34	31-34	
850110	35	35-38	
850120	35	35-38	
850131	35	35-38	
850132	35	35-38	
850133	35	35-38	
850134	35	35-38	
850140	35	35-38	
850151	35	35-38	
850152	35	35-38	
850153	35	35-38	
850161	35	35-38	
850162	35	35-38	
850163	35	35-38	
850164	35	35-38	
850211	35	35-38	
850212	35	35-38	
850213	35	35-38	
850220	35	35-38	
850231	35	35-38	
850239	35	35-38	
850240	35	35-38	
850300	35	35-38	
850410	35	35-38	
850421	35	35-38	
850422	35	35-38	
850423	35	35-38	
850431	35	35-38	
850432	35	35-38	
850433	35	35-38	
850434	35	35-38	
850440	35	35-38	
850450	35	35-38	
850490	35	35-38	
850511	35	35-38	
850519	35	35-38	
850520	35	35-38	
850590	35	35-38	
850610	35	35-38	
850630	35	35-38	
850640	35	35-38	
850650	35	35-38	
850660	35	35-38	
850680	35	35-38	
850690	35	35-38	
850710	35	35-38	
850720	35	35-38	
850730	35	35-38	
850740	35	35-38	
850750	35	35-38	
850760	35	35-38	
850780	35	35-38	
850790	35	35-38	
850811	35	35-38	
850819	35	35-38	
850860	35	35-38	
850870	35	35-38	
850940	35	35-38	
850980	35	35-38	
850990	35	35-38	
851010	35	35-38	
851020	35	35-38	
851030	35	35-38	
851090	35	35-38	
851110	35	35-38	
851120	35	35-38	
851130	35	35-38	
851140	35	35-38	
851150	35	35-38	
851180	35	35-38	
851190	35	35-38	
851210	35	35-38	
851220	35	35-38	
851230	35	35-38	
851240	35	35-38	
851290	35	35-38	
851310	39	39-43	
851390	39	39-43	
851410	34	31-34	
851420	34	31-34	
851430	34	31-34	
851440	34	31-34	
851490	34	31-34	
851511	34	31-34	
851519	34	31-34	
851521	34	31-34	
851529	34	31-34	
851531	34	31-34	
851539	34	31-34	
851580	34	31-34	
851590	34	31-34	
851610	35	35-38	
851621	35	35-38	
851629	35	35-38	
851631	35	35-38	
851632	35	35-38	
851633	35	35-38	
851640	35	35-38	
851650	35	35-38	
851660	35	35-38	
851671	35	35-38	
851672	35	35-38	
851679	35	35-38	
851680	35	35-38	
851690	35	35-38	
851711	35	35-38	
851712	35	35-38	
851718	35	35-38	
851761	35	35-38	
851762	35	35-38	
851769	35	35-38	
851770	35	35-38	
851810	35	35-38	
851821	35	35-38	
851822	35	35-38	
851829	35	35-38	
851830	35	35-38	
851840	35	35-38	
851850	35	35-38	
851890	35	35-38	
851920	35	35-38	
851930	35	35-38	
851950	35	35-38	
851981	35	35-38	
851989	35	35-38	
852110	35	35-38	
852190	35	35-38	
852210	35	35-38	
852290	35	35-38	
852321	35	35-38	
852329	35	35-38	
852341	35	35-38	
852349	35	35-38	
852351	35	35-38	
852352	35	35-38	
852359	35	35-38	
852380	35	35-38	
852550	35	35-38	
852560	35	35-38	
852580	35	35-38	
852610	35	35-38	
852691	35	35-38	
852692	35	35-38	
852712	35	35-38	
852713	35	35-38	
852719	35	35-38	
852721	35	35-38	
852729	35	35-38	
852791	35	35-38	
852792	35	35-38	
852799	35	35-38	
852841	35	35-38	
852849	35	35-38	
852851	35	35-38	
852859	35	35-38	
852861	35	35-38	
852869	35	35-38	
852871	35	35-38	
852872	35	35-38	
852873	35	35-38	
852910	35	35-38	
852990	35	35-38	
853010	35	35-38	
853080	35	35-38	
853090	35	35-38	
853110	35	35-38	
853120	35	35-38	
853180	35	35-38	
853190	35	35-38	
853210	35	35-38	
853221	35	35-38	
853222	35	35-38	
853223	35	35-38	
853224	35	35-38	
853225	35	35-38	
853229	35	35-38	
853230	35	35-38	
853290	35	35-38	
853310	35	35-38	
853321	35	35-38	
853329	35	35-38	
853331	35	35-38	
853339	35	35-38	
853340	35	35-38	
853390	35	35-38	
853400	35	35-38	
853510	35	35-38	
853521	35	35-38	
853529	35	35-38	
853530	35	35-38	
853540	35	35-38	
853590	35	35-38	
853610	35	35-38	
853620	35	35-38	
853630	35	35-38	
853641	35	35-38	
853649	35	35-38	
853650	35	35-38	
853661	35	35-38	
853669	35	35-38	
853670	35	35-38	
853690	35	35-38	
853710	35	35-38	
853720	35	35-38	
853810	39	39-43	
853890	35	35-38	
853910	35	35-38	
853921	35	35-38	
853922	35	35-38	
853929	35	35-38	
853931	35	35-38	
853932	35	35-38	
853939	35	35-38	
853941	35	35-38	
853949	35	35-38	
853990	35	35-38	
854011	35	35-38	
854012	35	35-38	
854020	35	35-38	
854040	35	35-38	
854060	35	35-38	
854071	35	35-38	
854079	35	35-38	
854081	35	35-38	
854089	35	35-38	
854091	35	35-38	
854099	35	35-38	
854110	35	35-38	
854121	35	35-38	
854129	35	35-38	
854130	35	35-38	
854140	35	35-38	
854150	35	35-38	
854160	35	35-38	
854190	35	35-38	
854231	35	35-38	
854232	35	35-38	
854233	35	35-38	
854239	35	35-38	
854290	35	35-38	
854310	35	35-38	
854320	35	35-38	
854330	35	35-38	
854370	35	35-38	
854390	35	35-38	
854411	35	35-38	
854419	35	35-38	
854420	35	35-38	
854430	35	35-38	
854442	35	35-38	
854449	35	35-38	
854460	35	35-38	
854470	35	35-38	
854511	35	35-38	
854519	35	35-38	
854520	35	35-38	
854590	35	35-38	
854610	31	31-34	
854620	31	31-34	
854690	24	20-24	
854710	31	31-34	
854720	31	31-34	
854790	31	31-34	
854810	41	39-43	
854890	41	39-43	
860110	37	35-38	
860120	37	35-38	
860210	37	35-38	
860290	37	35-38	
860310	37	35-38	
860390	37	35-38	
860400	37	35-38	
860500	37	35-38	
860610	37	35-38	
860630	37	35-38	
860691	37	35-38	
860692	37	35-38	
860699	37	35-38	
860711	37	35-38	
860712	37	35-38	
860719	37	35-38	
860721	37	35-38	
860729	37	35-38	
860730	37	35-38	
860791	37	35-38	
860799	37	35-38	
860800	37	35-38	
860900	37	35-38	
870110	36	35-38	
870120	36	35-38	
870130	36	35-38	
870190	36	35-38	
870210	36	35-38	
870290	36	35-38	
870310	36	35-38	
870321	36	35-38	
870322	36	35-38	
870323	36	35-38	
870324	36	35-38	
870331	36	35-38	
870332	36	35-38	
870333	36	35-38	
870390	36	35-38	
870410	36	35-38	
870421	36	35-38	
870422	36	35-38	
870423	36	35-38	
870431	36	35-38	
870432	36	35-38	
870490	36	35-38	
870510	36	35-38	
870520	36	35-38	
870530	36	35-38	
870540	36	35-38	
870590	36	35-38	
870600	36	35-38	
870710	36	35-38	
870790	36	35-38	
870810	36	35-38	
870821	36	35-38	
870829	36	35-38	
870830	36	35-38	
870840	36	35-38	
870850	36	35-38	
870870	36	35-38	
870880	36	35-38	
870891	36	35-38	
870892	36	35-38	
870893	36	35-38	
870894	36	35-38	
870895	36	35-38	
870899	36	35-38	
870911	34	31-34	
870919	34	31-34	
870990	34	31-34	
871000	36	35-38	
871110	36	35-38	
871120	36	35-38	
871130	36	35-38	
871140	36	35-38	
871150	36	35-38	
871190	36	35-38	
871200	36	35-38	
871310	40	39-43	
871390	40	39-43	
871410	36	35-38	
871420	36	35-38	
871491	36	35-38	
871492	36	35-38	
871493	36	35-38	
871494	36	35-38	
871495	36	35-38	
871496	36	35-38	
871499	36	35-38	
871500	40	39-43	
871610	36	35-38	
871620	36	35-38	
871631	36	35-38	
871639	36	35-38	
871640	36	35-38	
871680	36	35-38	
871690	36	35-38	
880100	37	35-38	
880211	37	35-38	
880212	37	35-38	
880220	37	35-38	
880230	37	35-38	
880240	37	35-38	
880260	37	35-38	
880310	37	35-38	
880320	37	35-38	
880330	37	35-38	
880390	37	35-38	
880400	37	35-38	
880510	37	35-38	
880521	37	35-38	
880529	37	35-38	
890110	37	35-38	
890120	37	35-38	
890130	37	35-38	
890190	37	35-38	
890200	37	35-38	
890310	37	35-38	
890391	37	35-38	
890392	37	35-38	
890399	37	35-38	
890400	37	35-38	
890510	37	35-38	
890520	37	35-38	
890590	37	35-38	
890610	37	35-38	
890690	37	35-38	
890710	37	35-38	
890790	37	35-38	
890800	41	39-43	
900110	38	35-38	
900120	38	35-38	
900130	38	35-38	
900140	38	35-38	
900150	38	35-38	
900190	38	35-38	
900211	38	35-38	
900219	38	35-38	
900220	38	35-38	
900290	38	35-38	
900311	38	35-38	
900319	38	35-38	
900390	38	35-38	
900410	38	35-38	
900490	38	35-38	
900510	38	35-38	
900580	38	35-38	
900590	38	35-38	
900610	38	35-38	
900630	38	35-38	
900640	38	35-38	
900651	38	35-38	
900652	38	35-38	
900653	38	35-38	
900659	38	35-38	
900661	38	35-38	
900669	35	35-38	
900691	38	35-38	
900699	38	35-38	
900710	38	35-38	
900720	38	35-38	
900791	38	35-38	
900792	38	35-38	
900850	38	35-38	
900890	38	35-38	
901010	38	35-38	
901050	38	35-38	
901060	38	35-38	
901090	38	35-38	
901110	38	35-38	
901120	38	35-38	
901180	38	35-38	
901190	38	35-38	
901210	38	35-38	
901290	38	35-38	
901310	38	35-38	
901320	38	35-38	
901380	38	35-38	
901390	38	35-38	
901410	38	35-38	
901420	38	35-38	
901480	38	35-38	
901490	38	35-38	
901510	38	35-38	
901520	38	35-38	
901530	38	35-38	
901540	38	35-38	
901580	38	35-38	
901590	38	35-38	
901600	38	35-38	
901710	38	35-38	
901720	38	35-38	
901730	38	35-38	
901780	38	35-38	
901790	38	35-38	
901811	38	35-38	
901812	38	35-38	
901813	38	35-38	
901814	38	35-38	
901819	38	35-38	
901820	38	35-38	
901831	38	35-38	
901832	38	35-38	
901839	38	35-38	
901841	38	35-38	
901849	38	35-38	
901850	38	35-38	
901890	38	35-38	
901910	38	35-38	
901920	38	35-38	
902000	38	35-38	
902110	38	35-38	
902121	38	35-38	
902129	38	35-38	
902131	38	35-38	
902139	38	35-38	
902140	38	35-38	
902150	38	35-38	
902190	38	35-38	
902212	38	35-38	
902213	38	35-38	
902214	38	35-38	
902219	38	35-38	
902221	38	35-38	
902229	38	35-38	
902230	38	35-38	
902290	38	35-38	
902300	40	39-43	
902410	38	35-38	
902480	38	35-38	
902490	38	35-38	
902511	38	35-38	
902519	38	35-38	
902580	38	35-38	
902590	38	35-38	
902610	38	35-38	
902620	38	35-38	
902680	38	35-38	
902690	38	35-38	
902710	38	35-38	
902720	38	35-38	
902730	38	35-38	
902750	38	35-38	
902780	38	35-38	
902790	38	35-38	
902810	38	35-38	
902820	38	35-38	
902830	38	35-38	
902890	38	35-38	
902910	38	35-38	
902920	38	35-38	
902990	38	35-38	
903010	38	35-38	
903020	38	35-38	
903031	38	35-38	
903032	38	35-38	
903033	38	35-38	
903039	38	35-38	
903040	38	35-38	
903082	38	35-38	
903084	38	35-38	
903089	38	35-38	
903090	38	35-38	
903110	38	35-38	
903120	38	35-38	
903141	38	35-38	
903149	38	35-38	
903180	38	35-38	
903190	38	35-38	
903210	38	35-38	
903220	38	35-38	
903281	38	35-38	
903289	38	35-38	
903290	38	35-38	
903300	38	35-38	
910111	40	39-43	
910119	40	39-43	
910121	40	39-43	
910129	40	39-43	
910191	40	39-43	
910199	40	39-43	
910211	40	39-43	
910212	40	39-43	
910219	40	39-43	
910221	40	39-43	
910229	40	39-43	
910291	40	39-43	
910299	40	39-43	
910310	40	39-43	
910390	40	39-43	
910400	40	39-43	
910511	40	39-43	
910519	40	39-43	
910521	40	39-43	
910529	40	39-43	
910591	40	39-43	
910599	40	39-43	
910610	40	39-43	
910690	40	39-43	
910700	40	39-43	
910811	40	39-43	
910812	40	39-43	
910819	40	39-43	
910820	40	39-43	
910890	40	39-43	
910910	40	39-43	
910990	40	39-43	
911011	40	39-43	
911012	40	39-43	
911019	40	39-43	
911090	40	39-43	
911110	40	39-43	
911120	40	39-43	
911180	40	39-43	
911190	40	39-43	
911220	40	39-43	
911290	40	39-43	
911310	40	39-43	
911320	40	39-43	
911390	40	39-43	
911410	40	39-43	
911430	40	39-43	
911440	40	39-43	
911490	40	39-43	
920110	40	39-43	
920120	40	39-43	
920190	40	39-43	
920210	40	39-43	
920290	40	39-43	
920510	40	39-43	
920590	40	39-43	
920600	40	39-43	
920710	40	39-43	
920790	40	39-43	
920810	40	39-43	
920890	40	39-43	
920930	40	39-43	
920991	40	39-43	
920992	40	39-43	
920994	40	39-43	
920999	40	39-43	
930110	40	39-43	
930120	40	39-43	
930190	40	39-43	
930200	40	39-43	
930310	40	39-43	
930320	40	39-43	
930330	40	39-43	
930390	40	39-43	
930400	40	39-43	
930510	40	39-43	
930520	40	39-43	
930591	40	39-43	
930599	40	39-43	
930621	40	39-43	
930629	40	39-43	
930630	40	39-43	
930690	40	39-43	
930700	33	31-34	
940110	39	39-43	
940120	39	39-43	
940130	39	39-43	
940140	39	39-43	
940151	39	39-43	
940159	39	39-43	
940161	39	39-43	
940169	39	39-43	
940171	39	39-43	
940179	39	39-43	
940180	39	39-43	
940190	39	39-43	
940210	39	39-43	
940290	39	39-43	
940310	39	39-43	
940320	39	39-43	
940330	39	39-43	
940340	39	39-43	
940350	39	39-43	
940360	39	39-43	
940370	39	39-43	
940381	39	39-43	
940389	39	39-43	
940390	39	39-43	
940410	39	39-43	
940421	39	39-43	
940429	39	39-43	
940430	39	39-43	
940490	39	39-43	
940510	39	39-43	
940520	39	39-43	
940530	39	39-43	
940540	39	39-43	
940550	39	39-43	
940560	39	39-43	
940591	39	39-43	
940592	39	39-43	
940599	39	39-43	
940600	40	39-43	
950300	40	39-43	
950420	40	39-43	
950430	40	39-43	
950440	40	39-43	
950450	40	39-43	
950490	40	39-43	
950510	40	39-43	
950590	40	39-43	
950611	40	39-43	
950612	40	39-43	
950619	40	39-43	
950621	40	39-43	
950629	40	39-43	
950631	40	39-43	
950632	40	39-43	
950639	40	39-43	
950640	40	39-43	
950651	40	39-43	
950659	40	39-43	
950661	40	39-43	
950662	40	39-43	
950669	40	39-43	
950670	40	39-43	
950691	40	39-43	
950699	40	39-43	
950710	40	39-43	
950720	40	39-43	
950730	40	39-43	
950790	40	39-43	
950810	40	39-43	
950890	40	39-43	
960110	40	39-43	
960190	40	39-43	
960200	40	39-43	
960310	40	39-43	
960321	40	39-43	
960329	40	39-43	
960330	40	39-43	
960340	40	39-43	
960350	40	39-43	
960390	40	39-43	
960400	40	39-43	
960500	40	39-43	
960610	40	39-43	
960621	40	39-43	
960622	40	39-43	
960629	40	39-43	
960630	40	39-43	
960711	40	39-43	
960719	40	39-43	
960720	40	39-43	
960810	40	39-43	
960820	40	39-43	
960830	40	39-43	
960840	40	39-43	
960850	40	39-43	
960860	40	39-43	
960891	40	39-43	
960899	40	39-43	
960910	40	39-43	
960920	40	39-43	
960990	40	39-43	
961000	40	39-43	
961100	40	39-43	
961210	40	39-43	
961220	40	39-43	
961310	40	39-43	
961320	40	39-43	
961380	40	39-43	
961390	40	39-43	
961400	40	39-43	
961511	40	39-43	
961519	40	39-43	
961590	40	39-43	
961610	40	39-43	
961620	40	39-43	
961700	40	39-43	
961800	40	39-43	
961900	28	25-30	A
970110	40	39-43	
970190	40	39-43	
970200	40	39-43	
970300	40	39-43	
970400	40	39-43	
970500	40	39-43	
970600	40	39-43	
980100	98	98	B
980110	98	98	
980120	98	98	
980200	43	39-43	B
980210	43	39-43	
980220	43	39-43	
980230	30	25-30	
980240	43	39-43	
980310	30	25-30	
980320	43	39-43	
980800	43	39-43	B
981000	43	39-43	B
981200	43	39-43	B
981400	07	06-09	B
981700	43	39-43	B
981800	98	98	B
987000	98	98	B
370291	23	20-24
370293	23	20-24
370294	23	20-24
370295	23	20-24
988000	43	39-43
999995	43	39-43
