HS_SIX	SCTG_TWO	SCTG_GROUP	NOTES
291800	20	20-24	
291811	20	20-24	
291812	20	20-24	
291813	20	20-24	
291814	20	20-24	
291815	20	20-24	
291816	20	20-24	
291818	20	20-24	
291819	20	20-24	
291821	20	20-24	
291822	20	20-24	
291823	20	20-24	
291829	20	20-24	
291830	20	20-24	
291891	20	20-24	
291899	20	20-24	
291910	20	20-24	
291990	20	20-24	
292011	20	20-24	
292019	20	20-24	
292090	20	20-24	
292111	20	20-24	
292119	20	20-24	
292121	20	20-24	
292122	20	20-24	
292129	20	20-24	
292130	20	20-24	
292141	20	20-24	
292142	20	20-24	
292143	20	20-24	
292144	20	20-24	
292145	20	20-24	
292146	20	20-24	
292149	20	20-24	
292151	20	20-24	
292159	20	20-24	
292211	20	20-24	
292212	20	20-24	
292213	20	20-24	
292214	20	20-24	
292219	20	20-24	
292221	20	20-24	
292229	20	20-24	
292231	20	20-24	
292239	20	20-24	
292241	20	20-24	
292242	20	20-24	
292243	20	20-24	
292244	20	20-24	
292249	20	20-24	
292250	20	20-24	
292310	20	20-24	
292320	20	20-24	
292390	20	20-24	
292411	20	20-24	
292412	20	20-24	
292419	20	20-24	
292421	20	20-24	
292423	20	20-24	
292424	20	20-24	
292429	20	20-24	
292511	20	20-24	
292512	20	20-24	
292519	20	20-24	
292521	20	20-24	
292529	20	20-24	
292610	20	20-24	
292620	20	20-24	
292630	20	20-24	
292690	20	20-24	
292700	20	20-24	
292800	20	20-24	
292910	20	20-24	
292990	20	20-24	
293020	20	20-24	
293030	20	20-24	
293040	20	20-24	
293050	20	20-24	
293090	20	20-24	
293110	20	20-24	
293120	20	20-24	
293190	20	20-24	
293211	20	20-24	
293212	20	20-24	
293213	20	20-24	
293219	20	20-24	
293220	20	20-24	
293291	20	20-24	
293292	20	20-24	
293293	20	20-24	
293294	20	20-24	
293295	20	20-24	
293299	20	20-24	
293311	20	20-24	
293319	20	20-24	
293321	20	20-24	
293329	20	20-24	
293331	20	20-24	
293332	20	20-24	
293333	20	20-24	
293339	20	20-24	
293341	20	20-24	
293349	20	20-24	
293352	20	20-24	
293353	20	20-24	
293354	20	20-24	
293355	20	20-24	
293359	20	20-24	
293361	20	20-24	
293369	20	20-24	
293371	20	20-24	
293372	20	20-24	
293379	20	20-24	
293391	20	20-24	
293399	20	20-24	
293410	20	20-24	
293420	20	20-24	
293430	20	20-24	
293491	20	20-24	
293499	20	20-24	
293500	20	20-24	
293621	20	20-24	
293622	20	20-24	
293623	20	20-24	
293624	20	20-24	
293625	20	20-24	
293626	20	20-24	
293627	20	20-24	
293628	20	20-24	
293629	20	20-24	
293690	20	20-24	
293711	20	20-24	
293712	20	20-24	
293719	20	20-24	
293721	20	20-24	
293722	20	20-24	
293723	20	20-24	
293729	20	20-24	
293750	20	20-24	
293790	20	20-24	
293810	20	20-24	
293890	20	20-24	
293911	20	20-24	
293919	20	20-24	
293920	20	20-24	
293930	20	20-24	
293941	20	20-24	
293942	20	20-24	
293943	20	20-24	
293944	20	20-24	
293949	20	20-24	
293951	20	20-24	
293959	20	20-24	
293961	20	20-24	
293962	20	20-24	
293963	20	20-24	
293969	20	20-24	
293991	20	20-24	
293999	20	20-24	
294000	20	20-24	
294110	20	20-24	
294120	20	20-24	
294130	20	20-24	
294140	20	20-24	
294150	20	20-24	
294190	20	20-24	
294200	20	20-24	
300120	21	20-24	
300190	21	20-24	
300210	21	20-24	
300220	21	20-24	
300230	21	20-24	
300290	21	20-24	
300310	21	20-24	
300320	21	20-24	
300331	21	20-24	
300339	21	20-24	
300340	21	20-24	
300390	21	20-24	
300410	21	20-24	
300420	21	20-24	
300431	21	20-24	
300432	21	20-24	
300439	21	20-24	
300440	21	20-24	
300450	21	20-24	
300490	21	20-24	
300510	21	20-24	
300590	21	20-24	
300610	21	20-24	
300620	21	20-24	
300630	21	20-24	
300640	21	20-24	
300650	21	20-24	
300660	21	20-24	
300670	21	20-24	
300691	21	20-24	
300692	21	20-24	
310100	22	20-24	
310210	22	20-24	
310221	22	20-24	
310229	22	20-24	
310230	22	20-24	
310240	22	20-24	
310250	22	20-24	
310260	22	20-24	
310280	22	20-24	
310290	22	20-24	
310310	22	20-24	
310390	22	20-24	
310420	22	20-24	
310430	22	20-24	
310490	22	20-24	
310510	22	20-24	
310520	22	20-24	
310530	22	20-24	
310540	22	20-24	
310551	22	20-24	
310559	22	20-24	
310560	22	20-24	
310590	22	20-24	
320110	23	20-24	
320120	23	20-24	
320190	23	20-24	
320210	23	20-24	
320290	23	20-24	
320300	23	20-24	
320411	20	20-24	
320412	20	20-24	
320413	20	20-24	
320414	20	20-24	
320415	20	20-24	
320416	20	20-24	
320417	20	20-24	
320419	20	20-24	
320420	20	20-24	
320490	20	20-24	
320500	20	20-24	
320611	20	20-24	
320619	20	20-24	
320620	20	20-24	
320641	20	20-24	
320642	20	20-24	
320649	20	20-24	
320650	20	20-24	
320710	23	20-24	
320720	23	20-24	
320730	23	20-24	
320740	23	20-24	
320810	23	20-24	
320820	23	20-24	
320890	23	20-24	
320910	23	20-24	
320990	23	20-24	
321000	23	20-24	
321100	23	20-24	
321210	23	20-24	
321290	23	20-24	
321310	23	20-24	
321390	23	20-24	
321410	23	20-24	
321490	23	20-24	
321511	23	20-24	
321519	23	20-24	
321590	23	20-24	
330112	23	20-24	
330113	23	20-24	
330119	23	20-24	
330124	23	20-24	
330125	23	20-24	
330129	23	20-24	
330130	23	20-24	
330190	23	20-24	
330210	23	20-24	
330290	23	20-24	
330300	23	20-24	
330410	23	20-24	
330420	23	20-24	
330430	23	20-24	
330491	23	20-24	
330499	23	20-24	
330510	23	20-24	
330520	23	20-24	
330530	23	20-24	
330590	23	20-24	
330610	23	20-24	
330620	23	20-24	
330690	23	20-24	
330710	23	20-24	
330720	23	20-24	
330730	23	20-24	
330741	23	20-24	
330749	23	20-24	
330790	23	20-24	
340111	23	20-24	
340119	23	20-24	
340120	23	20-24	
340130	23	20-24	
340211	23	20-24	
340212	23	20-24	
340213	23	20-24	
340219	23	20-24	
340220	23	20-24	
340290	23	20-24	
340311	23	20-24	
340319	23	20-24	
340391	23	20-24	
340399	23	20-24	
340420	23	20-24	
340490	23	20-24	
340510	23	20-24	
340520	23	20-24	
340530	23	20-24	
340540	23	20-24	
340590	23	20-24	
340600	40	39-43	
340700	23	20-24	
350110	07	06-09	
350190	07	06-09	
350211	07	06-09	
350219	07	06-09	
350220	07	06-09	
350290	07	06-09	
350300	23	20-24	
350400	07	06-09	
350510	06	06-09	
350520	06	06-09	
350610	23	20-24	
350691	23	20-24	
350699	23	20-24	
350710	23	20-24	
350790	23	20-24	
360100	23	20-24	
360200	23	20-24	
360300	23	20-24	
360410	23	20-24	
360490	23	20-24	
360500	23	20-24	
360610	23	20-24	
360690	23	20-24	
370110	23	20-24	
370120	23	20-24	
370130	23	20-24	
370191	23	20-24	
370199	23	20-24	
370210	23	20-24	
370231	23	20-24	
370232	23	20-24	
370239	23	20-24	
370241	23	20-24	
370242	23	20-24	
370243	23	20-24	
370244	23	20-24	
370252	23	20-24	
370253	23	20-24	
370254	23	20-24	
370255	23	20-24	
370256	23	20-24	
370296	23	20-24	
370297	23	20-24	
370298	23	20-24	
370310	23	20-24	
370320	23	20-24	
370390	23	20-24	
370400	23	20-24	
370510	23	20-24	
370590	23	20-24	
370610	23	20-24	
370690	23	20-24	
370710	23	20-24	
370790	23	20-24	
380110	35	35-38	
380120	35	35-38	
380130	35	35-38	
380190	35	35-38	
380210	23	20-24	
380290	23	20-24	
380300	23	20-24	
380400	23	20-24	
380510	23	20-24	
380590	23	20-24	
380610	23	20-24	
380620	23	20-24	
380630	23	20-24	
380690	23	20-24	
380700	23	20-24	
380850	23	20-24	
380891	23	20-24	
380892	23	20-24	
380893	23	20-24	
380894	23	20-24	
380899	23	20-24	
380910	23	20-24	
380991	23	20-24	
380992	23	20-24	
380993	23	20-24	
381010	23	20-24	
381090	23	20-24	
381111	23	20-24	
381119	23	20-24	
381121	23	20-24	
381129	23	20-24	
381190	23	20-24	
381210	23	20-24	
381220	23	20-24	
381230	23	20-24	
381300	23	20-24	
381400	23	20-24	
381511	23	20-24	
381512	23	20-24	
381519	23	20-24	
381590	23	20-24	
381600	31	31-34	
381700	20	20-24	
381800	23	20-24	
381900	23	20-24	
382000	23	20-24	
382100	23	20-24	
382200	23	20-24	
382311	23	20-24	
382312	23	20-24	
382313	23	20-24	
382319	23	20-24	
382370	23	20-24	
382410	23	20-24	
382430	23	20-24	
382440	23	20-24	
382450	23	20-24	
382460	23	20-24	
382471	23	20-24	
382472	23	20-24	
382473	23	20-24	
382474	23	20-24	
382475	23	20-24	
382476	23	20-24	
382477	23	20-24	
382478	23	20-24	
382479	23	20-24	
382481	23	20-24	
382482	23	20-24	
382483	23	20-24	
382490	23	20-24	
382510	41	39-43	
382520	41	39-43	
382530	41	39-43	
382541	41	39-43	
382549	41	39-43	
382550	41	39-43	
382561	41	39-43	
382569	41	39-43	
382590	41	39-43	
382600	18	15-19	
390110	24	20-24	
390120	24	20-24	
390130	24	20-24	
390190	24	20-24	
390210	24	20-24	
390220	24	20-24	
390230	24	20-24	
390290	24	20-24	
390311	24	20-24	
390319	24	20-24	
390320	24	20-24	
390330	24	20-24	
390390	24	20-24	
390410	24	20-24	
390421	24	20-24	
390422	24	20-24	
390430	24	20-24	
390440	24	20-24	
390450	24	20-24	
390461	24	20-24	
390469	24	20-24	
390490	24	20-24	
390512	24	20-24	
390519	24	20-24	
390521	24	20-24	
390529	24	20-24	
390530	24	20-24	
390591	24	20-24	
390599	24	20-24	
390610	24	20-24	
390690	24	20-24	
390710	24	20-24	
390720	24	20-24	
390730	24	20-24	
390740	24	20-24	
390750	24	20-24	
390760	24	20-24	
390770	24	20-24	
390791	24	20-24	
390799	24	20-24	
390810	24	20-24	
390890	24	20-24	
390910	24	20-24	
390920	24	20-24	
390930	24	20-24	
390940	24	20-24	
390950	24	20-24	
391000	24	20-24	
391110	24	20-24	
391190	24	20-24	
391211	24	20-24	
391212	24	20-24	
391220	24	20-24	
391231	24	20-24	
391239	24	20-24	
391290	24	20-24	
391310	24	20-24	
391390	24	20-24	
391400	24	20-24	
391510	41	39-43	
391520	41	39-43	
391530	41	39-43	
391590	41	39-43	
391610	24	20-24	
391620	24	20-24	
391690	24	20-24	
391710	24	20-24	
391721	24	20-24	
391722	24	20-24	
391723	24	20-24	
391729	24	20-24	
391731	24	20-24	
391732	24	20-24	
391733	24	20-24	
391739	24	20-24	
391740	24	20-24	
391810	24	20-24	
391890	24	20-24	
391910	24	20-24	
391990	24	20-24	
392010	24	20-24	
392020	24	20-24	
392030	24	20-24	
392043	24	20-24	
392049	24	20-24	
392051	24	20-24	
392059	24	20-24	
392061	24	20-24	
392062	24	20-24	
392063	24	20-24	
392069	24	20-24	
392071	24	20-24	
392073	24	20-24	
392079	24	20-24	
392091	24	20-24	
392092	24	20-24	
392093	24	20-24	
392094	24	20-24	
392099	24	20-24	
392111	24	20-24	
392112	24	20-24	
392113	24	20-24	
392114	24	20-24	
392119	24	20-24	
392190	24	20-24	
392210	24	20-24	
392220	24	20-24	
392290	24	20-24	
392310	24	20-24	
392321	24	20-24	
392329	24	20-24	
392330	24	20-24	
392340	24	20-24	
392350	24	20-24	
392390	24	20-24	
392410	24	20-24	
392490	24	20-24	
392510	24	20-24	
392520	24	20-24	
392530	24	20-24	
392590	24	20-24	
392610	24	20-24	
392620	24	20-24	
392630	24	20-24	
392640	24	20-24	
392690	24	20-24	
400110	24	20-24	
400121	24	20-24	
400122	24	20-24	
400129	24	20-24	
400130	24	20-24	
400211	24	20-24	
400219	24	20-24	
400220	24	20-24	
400231	24	20-24	
400239	24	20-24	
400241	24	20-24	
400249	24	20-24	
400251	24	20-24	
400259	24	20-24	
400260	24	20-24	
400270	24	20-24	
400280	24	20-24	
400291	24	20-24	
400299	24	20-24	
400300	24	20-24	
400400	41	39-43	
400510	24	20-24	
400520	24	20-24	
400591	24	20-24	
400599	24	20-24	
400610	24	20-24	
400690	24	20-24	
400700	24	20-24	
400811	24	20-24	
400819	24	20-24	
400821	24	20-24	
400829	24	20-24	
400911	24	20-24	
400912	24	20-24	
400921	24	20-24	
400922	24	20-24	
400931	24	20-24	
400932	24	20-24	
400941	24	20-24	
400942	24	20-24	
401011	24	20-24	
401012	24	20-24	
401019	24	20-24	
401031	24	20-24	
401032	24	20-24	
401033	24	20-24	
401034	24	20-24	
401035	24	20-24	
401036	24	20-24	
401039	24	20-24	
401110	24	20-24	
401120	24	20-24	
401130	24	20-24	
401140	24	20-24	
401150	24	20-24	
401161	24	20-24	
401162	24	20-24	
401163	24	20-24	
401169	24	20-24	
401192	24	20-24	
401193	24	20-24	
401194	24	20-24	
401199	24	20-24	
401211	24	20-24	
401212	24	20-24	
401213	24	20-24	
401219	24	20-24	
401220	24	20-24	
401290	24	20-24	
401310	24	20-24	
401320	24	20-24	
401390	24	20-24	
401410	24	20-24	
401490	24	20-24	
401511	24	20-24	
401519	24	20-24	
401590	24	20-24	
401610	24	20-24	
401691	24	20-24	
401692	24	20-24	
401693	24	20-24	
401694	24	20-24	
401695	24	20-24	
401699	24	20-24	
401700	24	20-24	
410120	04	01-05	
410150	04	01-05	
410190	04	01-05	
410210	04	01-05	
410221	04	01-05	
410229	04	01-05	
410320	04	01-05	
410330	04	01-05	
410390	04	01-05	
410411	30	25-30	
410419	30	25-30	
410441	30	25-30	
410449	30	25-30	
410510	04	01-05	
410530	04	01-05	
410621	04	01-05	
410622	04	01-05	
410631	04	01-05	
410632	04	01-05	
410640	04	01-05	
410691	04	01-05	
410692	04	01-05	
410711	04	01-05	
410712	04	01-05	
410719	04	01-05	
410791	04	01-05	
410792	04	01-05	
410799	04	01-05	
411200	04	01-05	
411310	04	01-05	
411320	04	01-05	
411330	04	01-05	
411390	04	01-05	
411410	04	01-05	
411420	04	01-05	
411510	04	01-05	
411520	04	01-05	
420100	30	25-30	
420211	30	25-30	
420212	30	25-30	
420219	30	25-30	
420221	30	25-30	
420222	30	25-30	
420229	30	25-30	
420231	30	25-30	
420232	30	25-30	
420239	30	25-30	
420291	30	25-30	
420292	30	25-30	
420299	30	25-30	
420310	30	25-30	
420321	40	39-43	
420329	30	25-30	
420330	30	25-30	
420340	30	25-30	
420500	30	25-30	
420600	30	25-30	
430110	04	01-05	
430130	04	01-05	
430160	04	01-05	
430180	04	01-05	
430190	04	01-05	
430211	30	25-30	
430219	30	25-30	
430220	30	25-30	
430230	30	25-30	
430310	30	25-30	
430390	30	25-30	
430400	30	25-30	
440110	25	25-30	
440121	26	25-30	
440122	26	25-30	
440131	26	25-30	
440139	41	39-43	
440210	26	25-30	
440290	26	25-30	
440310	25	25-30	
440320	25	25-30	
440341	25	25-30	
440349	25	25-30	
440391	25	25-30	
440392	25	25-30	
440399	25	25-30	
440410	25	25-30	
440420	25	25-30	
440500	26	25-30	
440610	26	25-30	
440690	26	25-30	
440710	26	25-30	
440721	26	25-30	
440722	26	25-30	
440725	26	25-30	
440726	26	25-30	
440727	26	25-30	
440728	26	25-30	
440729	26	25-30	
440791	26	25-30	
440792	26	25-30	
440793	26	25-30	
440794	26	25-30	
440795	26	25-30	
440799	26	25-30	
440810	26	25-30	
440831	26	25-30	
440839	26	25-30	
440890	26	25-30	
440910	26	25-30	
440921	26	25-30	
440929	26	25-30	
441011	26	25-30	
441012	26	25-30	
441019	26	25-30	
441090	26	25-30	
441112	26	25-30	
441113	26	25-30	
441114	26	25-30	
441192	26	25-30	
441193	26	25-30	
441194	26	25-30	
441210	26	25-30	
441231	26	25-30	
441232	26	25-30	
441239	26	25-30	
441294	26	25-30	
441299	26	25-30	
441300	26	25-30	
441400	26	25-30	
441510	26	25-30	
441520	26	25-30	
441600	26	25-30	
441700	26	25-30	
441810	26	25-30	
441820	26	25-30	
441840	26	25-30	
441850	26	25-30	
441860	26	25-30	
441871	26	25-30	
441872	26	25-30	
441879	26	25-30	
441890	26	25-30	
441900	26	25-30	
442010	26	25-30	
442090	26	25-30	
442110	26	25-30	
442190	26	25-30	
450110	26	25-30	
450190	41	39-43	
450200	26	25-30	
450310	26	25-30	
450390	26	25-30	
450410	26	25-30	
450490	26	25-30	
460121	26	25-30	
460122	26	25-30	
460129	26	25-30	
460192	26	25-30	
460193	26	25-30	
460194	26	25-30	
460199	26	25-30	
460211	26	25-30	
460212	26	25-30	
460219	26	25-30	
460290	26	25-30	
470100	27	25-30	
470200	27	25-30	
470311	27	25-30	
470319	27	25-30	
470321	27	25-30	
470329	27	25-30	
470411	27	25-30	
470419	27	25-30	
470421	27	25-30	
470429	27	25-30	
470500	27	25-30	
470610	27	25-30	
470620	27	25-30	
470630	27	25-30	
470691	27	25-30	
470692	27	25-30	
470693	27	25-30	
470710	41	39-43	
470720	41	39-43	
470730	41	39-43	
470790	41	39-43	
480100	27	25-30	
480210	27	25-30	
480220	27	25-30	
480240	27	25-30	
480254	27	25-30	
480255	27	25-30	
480256	27	25-30	
480257	27	25-30	
480258	27	25-30	
480261	27	25-30	
480262	27	25-30	
480269	27	25-30	
480300	27	25-30	
480411	27	25-30	
480419	27	25-30	
480421	27	25-30	
480429	27	25-30	
480431	27	25-30	
480439	27	25-30	
480441	27	25-30	
480442	27	25-30	
480449	27	25-30	
480451	27	25-30	
480452	27	25-30	
480459	27	25-30	
480511	27	25-30	
480512	27	25-30	
480519	27	25-30	
480524	27	25-30	
480525	27	25-30	
480530	27	25-30	
480540	27	25-30	
480550	27	25-30	
480591	27	25-30	
480592	27	25-30	
480593	27	25-30	
480610	27	25-30	
480620	27	25-30	
480630	27	25-30	
480640	27	25-30	
480700	27	25-30	
480810	27	25-30	
480840	27	25-30	
480890	27	25-30	
480920	27	25-30	
480990	27	25-30	
481013	27	25-30	
481014	27	25-30	
481019	27	25-30	
481022	27	25-30	
481029	27	25-30	
481031	27	25-30	
481032	27	25-30	
481039	27	25-30	
481092	27	25-30	
481099	27	25-30	
481110	27	25-30	
481141	27	25-30	
481149	27	25-30	
481151	27	25-30	
481159	27	25-30	
481160	27	25-30	
481190	27	25-30	
481200	27	25-30	
481310	28	25-30	
481320	28	25-30	
481390	28	25-30	
481420	28	25-30	
481490	28	25-30	
481620	28	25-30	
481690	28	25-30	
481710	28	25-30	
481720	28	25-30	
481730	28	25-30	
481810	28	25-30	
481820	28	25-30	
481830	28	25-30	
481850	28	25-30	
481890	28	25-30	
481910	28	25-30	
481920	28	25-30	
481930	28	25-30	
481940	28	25-30	
481950	28	25-30	
481960	28	25-30	
482010	29	25-30	
482020	29	25-30	
482030	29	25-30	
482040	29	25-30	
482050	29	25-30	
482090	29	25-30	
482110	29	25-30	
482190	29	25-30	
482210	28	25-30	
482290	28	25-30	
482320	28	25-30	
482340	28	25-30	
482361	28	25-30	
482369	28	25-30	
482370	28	25-30	
482390	28	25-30	
490110	29	25-30	
490191	29	25-30	
490199	29	25-30	
490210	29	25-30	
490290	29	25-30	
490300	29	25-30	
490400	29	25-30	
490510	29	25-30	
490591	29	25-30	
490599	29	25-30	
490600	29	25-30	
490700	29	25-30	
490810	29	25-30	
490890	29	25-30	
490900	29	25-30	
491000	29	25-30	
491110	29	25-30	
491191	29	25-30	
491199	29	25-30	
500100	04	01-05	
500200	04	01-05	
500300	41	39-43	
500400	30	25-30	
500500	30	25-30	
500600	30	25-30	
500710	30	25-30	
500720	30	25-30	
500790	30	25-30	
510111	04	01-05	
510119	04	01-05	
510121	04	01-05	
510129	04	01-05	
510130	04	01-05	
510211	04	01-05	
510219	04	01-05	
510220	04	01-05	
510310	41	39-43	
510320	41	39-43	
510330	41	39-43	
510400	41	39-43	
510510	30	25-30	
510521	30	25-30	
510529	30	25-30	
510531	30	25-30	
510539	30	25-30	
510540	30	25-30	
510610	30	25-30	
510620	30	25-30	
510710	30	25-30	
510720	30	25-30	
510810	30	25-30	
510820	30	25-30	
510910	30	25-30	
510990	30	25-30	
511000	30	25-30	
511111	30	25-30	
511119	30	25-30	
511120	30	25-30	
511130	30	25-30	
511190	30	25-30	
511211	30	25-30	
511219	30	25-30	
511220	30	25-30	
511230	30	25-30	
511290	30	25-30	
511300	30	25-30	
520100	03	01-05	
520210	41	39-43	
520291	41	39-43	
520299	41	39-43	
520300	30	25-30	
520411	30	25-30	
520419	30	25-30	
520420	30	25-30	
520511	30	25-30	
520512	30	25-30	
520513	30	25-30	
520514	30	25-30	
520515	30	25-30	
520521	30	25-30	
520522	30	25-30	
520523	30	25-30	
520524	30	25-30	
520526	30	25-30	
520527	30	25-30	
520528	30	25-30	
520531	30	25-30	
520532	30	25-30	
520533	30	25-30	
520534	30	25-30	
520535	30	25-30	
520541	30	25-30	
520542	30	25-30	
520543	30	25-30	
520544	30	25-30	
520546	30	25-30	
520547	30	25-30	
520548	30	25-30	
520611	30	25-30	
520612	30	25-30	
520613	30	25-30	
520614	30	25-30	
520615	30	25-30	
520621	30	25-30	
520622	30	25-30	
520623	30	25-30	
520624	30	25-30	
520625	30	25-30	
520631	30	25-30	
520632	30	25-30	
520633	30	25-30	
520634	30	25-30	
520635	30	25-30	
520641	30	25-30	
520642	30	25-30	
520643	30	25-30	
520644	30	25-30	
520645	30	25-30	
520710	30	25-30	
520790	30	25-30	
520811	30	25-30	
520812	30	25-30	
520813	30	25-30	
520819	30	25-30	
520821	30	25-30	
520822	30	25-30	
520823	30	25-30	
520829	30	25-30	
520831	30	25-30	
520832	30	25-30	
520833	30	25-30	
520839	30	25-30	
520841	30	25-30	
520842	30	25-30	
520843	30	25-30	
520849	30	25-30	
520851	30	25-30	
520852	30	25-30	
520859	30	25-30	
520911	30	25-30	
520912	30	25-30	
520919	30	25-30	
520921	30	25-30	
520922	30	25-30	
520929	30	25-30	
520931	30	25-30	
520932	30	25-30	
520939	30	25-30	
520941	30	25-30	
520942	30	25-30	
520943	30	25-30	
520949	30	25-30	
520951	30	25-30	
520952	30	25-30	
520959	30	25-30	
521011	30	25-30	
521019	30	25-30	
521021	30	25-30	
521029	30	25-30	
521031	30	25-30	
521032	30	25-30	
521039	30	25-30	
521041	30	25-30	
521049	30	25-30	
521051	30	25-30	
521059	30	25-30	
521111	30	25-30	
521112	30	25-30	
521119	30	25-30	
521120	30	25-30	
521131	30	25-30	
521132	30	25-30	
521139	30	25-30	
521141	30	25-30	
521142	30	25-30	
521143	30	25-30	
521149	30	25-30	
521151	30	25-30	
521152	30	25-30	
521159	30	25-30	
521211	30	25-30	
521212	30	25-30	
521213	30	25-30	
521214	30	25-30	
521215	30	25-30	
521221	30	25-30	
521222	30	25-30	
521223	30	25-30	
521224	30	25-30	
521225	30	25-30	
530110	30	25-30	
530121	30	25-30	
530129	30	25-30	
530130	30	25-30	
530210	03	01-05	
530290	03	01-05	
530310	03	01-05	
530390	03	01-05	
530500	03	01-05	
530610	30	25-30	
530620	30	25-30	
530710	30	25-30	
530720	30	25-30	
530810	30	25-30	
530820	30	25-30	
530890	30	25-30	
530911	30	25-30	
530919	30	25-30	
530921	30	25-30	
530929	30	25-30	
531010	30	25-30	
531090	30	25-30	
531100	30	25-30	
540110	30	25-30	
540120	30	25-30	
540211	30	25-30	
540219	30	25-30	
540220	30	25-30	
540231	30	25-30	
540232	30	25-30	
540233	30	25-30	
540234	30	25-30	
540239	30	25-30	
540244	30	25-30	
540245	30	25-30	
540246	30	25-30	
540247	30	25-30	
540248	30	25-30	
540249	30	25-30	
540251	30	25-30	
540252	30	25-30	
540259	30	25-30	
540261	30	25-30	
540262	30	25-30	
540269	30	25-30	
540310	30	25-30	
540331	30	25-30	
540332	30	25-30	
540333	30	25-30	
540339	30	25-30	
540341	30	25-30	
540342	30	25-30	
540349	30	25-30	
540411	24	20-24	
540412	24	20-24	
540419	24	20-24	
540490	24	20-24	
540500	24	20-24	
540600	30	25-30	
540710	30	25-30	
540720	30	25-30	
540730	30	25-30	
540741	30	25-30	
540742	30	25-30	
540743	30	25-30	
540744	30	25-30	
540751	30	25-30	
540752	30	25-30	
540753	30	25-30	
540754	30	25-30	
540761	30	25-30	
540769	30	25-30	
540771	30	25-30	
540772	30	25-30	
540773	30	25-30	
540774	30	25-30	
540781	30	25-30	
540782	30	25-30	
540783	30	25-30	
540784	30	25-30	
540791	30	25-30	
540792	30	25-30	
540793	30	25-30	
540794	30	25-30	
540810	30	25-30	
540821	30	25-30	
540822	30	25-30	
540823	30	25-30	
540824	30	25-30	
540831	30	25-30	
540832	30	25-30	
540833	30	25-30	
540834	30	25-30	
550110	24	20-24	
550120	24	20-24	
550130	24	20-24	
550140	24	20-24	
550190	24	20-24	
550200	24	20-24	
550311	24	20-24	
550319	24	20-24	
550320	24	20-24	
550330	24	20-24	
550340	24	20-24	
550390	24	20-24	
550410	24	20-24	
550490	24	20-24	
550510	41	39-43	
550520	41	39-43	
550610	30	25-30	
550620	30	25-30	
550630	30	25-30	
550690	30	25-30	
550700	30	25-30	
550810	30	25-30	
550820	30	25-30	
550911	30	25-30	
550912	30	25-30	
550921	30	25-30	
550922	30	25-30	
550931	30	25-30	
550932	30	25-30	
550941	30	25-30	
550942	30	25-30	
550951	30	25-30	
550952	30	25-30	
550953	30	25-30	
550959	30	25-30	
550961	30	25-30	
550962	30	25-30	
550969	30	25-30	
550991	30	25-30	
550992	30	25-30	
550999	30	25-30	
551011	30	25-30	
551012	30	25-30	
551020	30	25-30	
551030	30	25-30	
551090	30	25-30	
551110	30	25-30	
551120	30	25-30	
551130	30	25-30	
551211	30	25-30	
551219	30	25-30	
551221	30	25-30	
551229	30	25-30	
551291	30	25-30	
551299	30	25-30	
551311	30	25-30	
551312	30	25-30	
551313	30	25-30	
551319	30	25-30	
551321	30	25-30	
551323	30	25-30	
551329	30	25-30	
551331	30	25-30	
551339	30	25-30	
551341	30	25-30	
551349	30	25-30	
551411	30	25-30	
551412	30	25-30	
551419	30	25-30	
551421	30	25-30	
551422	30	25-30	
551423	30	25-30	
551429	30	25-30	
551430	24	20-24	
551441	30	25-30	
551442	30	25-30	
551443	30	25-30	
551449	30	25-30	
551511	30	25-30	
551512	30	25-30	
551513	30	25-30	
551519	30	25-30	
551521	30	25-30	
551522	30	25-30	
551529	30	25-30	
551591	30	25-30	
551599	30	25-30	
551611	30	25-30	
551612	30	25-30	
551613	30	25-30	
551614	30	25-30	
551621	30	25-30	
551622	30	25-30	
551623	30	25-30	
551624	30	25-30	
551631	30	25-30	
551632	30	25-30	
551633	30	25-30	
551634	30	25-30	
551641	30	25-30	
551642	30	25-30	
551643	30	25-30	
551644	30	25-30	
551691	30	25-30	
551692	30	25-30	
551693	30	25-30	
551694	30	25-30	
560121	30	25-30	
560122	30	25-30	
560129	30	25-30	
560130	30	25-30	
560210	30	25-30	
560221	30	25-30	
560229	30	25-30	
560290	30	25-30	
560311	30	25-30	
560312	30	25-30	
560313	30	25-30	
560314	30	25-30	
560391	30	25-30	
560392	30	25-30	
560393	30	25-30	
560394	30	25-30	
560410	30	25-30	
560490	30	25-30	
560500	30	25-30	
560600	30	25-30	
560721	30	25-30	
560729	30	25-30	
560741	30	25-30	
560749	30	25-30	
560750	30	25-30	
560790	30	25-30	
560811	30	25-30	
560819	30	25-30	
560890	30	25-30	
560900	30	25-30	
570110	30	25-30	
570190	30	25-30	
570210	30	25-30	
570220	30	25-30	
570231	30	25-30	
570232	30	25-30	
570239	30	25-30	
570241	30	25-30	
570242	30	25-30	
570249	30	25-30	
570250	30	25-30	
570291	30	25-30	
570292	30	25-30	
570299	30	25-30	
570310	30	25-30	
570320	30	25-30	
570330	30	25-30	
570390	30	25-30	
570410	30	25-30	
570490	30	25-30	
570500	30	25-30	
580110	30	25-30	
580121	30	25-30	
580122	30	25-30	
580123	30	25-30	
580126	30	25-30	
580127	30	25-30	
580131	30	25-30	
